name_metro,year,idhm,idhm_l,idhm_e,idhm_r,espvida,mort1,t_env,razdep,anosest,t_analf15m,t_analf18m,t_analf25m,t_fund25m,t_med25m,t_super25m,t_flfund,t_flmed,t_flsuper,rdpc,rdpct,renocup,prentrab,rdpc1,rdpc2,rdpc3,rdpc4,rdpc5,rdpc10,r1040,r2040,gini,theil,pind,pmpob,ppob,rind,rmpob,rpob,poptot,pop_young,pop_adult,pop_elder
Natal,2017,0.749,0.837,0.707,0.709,75.24,17.02,7.75,40.51,9.65,7.18,7.61,8.98,64.03,50.58,16.57,96.14,50.08,23.77,661.47,674.72,1108.69,67.8,93.66,236.93,390.72,657.74,1928.1,2718.58,16.45,11.66,0.538,0.526,6.83,14.47,32.91,28.99,69.87,141.15,1504536,286590,1070731,116542
João Pessoa,2017,0.768,0.807,0.751,0.746,73.44,17.37,8.86,45.08,9.63,9.16,9.77,11.3,64.95,53.47,19.74,96.2,60.83,27.61,827.98,831,1403.36,72.44,144.52,282.6,430.96,707.07,2574.55,3858.05,18.07,12.06,0.564,0.563,2.68,8.03,25.33,44.87,87.56,163.73,1291312,281096,890075,114410
Recife,2017,0.763,0.819,0.756,0.718,74.16,13.75,10.01,41.13,9.85,5.34,5.68,6.36,66.7,53.35,14.87,97.77,60.79,15.94,696.58,706.38,1300.55,72.4,108.86,241.06,378.48,603.24,2159.06,3291.24,18.81,12.34,0.569,0.577,5.61,12.43,32.7,31.9,76.22,150.4,3950556,697300,2799237,395414
Maceió,2017,0.726,0.808,0.691,0.686,73.5,17.63,8.63,41.09,9,9.54,10.09,11.74,59.87,45.89,13.52,95.62,55.89,19.03,572.6,581.27,1044.34,67.9,105.97,232.91,347.84,534.16,1647,2425.93,14.32,9.72,0.521,0.473,4.97,13.39,34.56,29.18,79.39,152.37,1246850,235402,883703,107572
Aracaju,2017,0.752,0.809,0.733,0.717,73.56,16.39,6.19,40.22,10.1,6.05,6.41,7.34,69.18,54.34,17.87,97.64,52.8,23.43,693.68,707.42,1320.5,73.98,86.16,238.1,400.23,674.67,2070.67,2922.2,18.02,12.77,0.552,0.57,8.26,15.54,32.27,27.98,67.67,132.43,937307,190649,668431,57976
Salvador,2017,0.767,0.793,0.734,0.775,72.58,20.15,8.69,36.9,10.52,3.67,3.86,4.4,72.76,61.39,17.74,96.25,49.42,23.29,996.72,1017.54,1622.24,74.92,105.08,271.95,460.11,754.97,3379.23,5268.93,27.95,17.93,0.634,0.751,7.19,12.07,27.81,30.34,63.73,139.73,3867142,624830,2824855,336047
Belo Horizonte,2017,0.813,0.872,0.792,0.777,77.32,11.75,8.82,38.99,10.46,2.48,2.62,3.1,70.75,56.99,20.44,97.98,68.39,20.32,1006.19,1017.48,1534.69,72.65,170.7,373.05,580.71,930.82,2975.77,4360.97,16.04,10.95,0.54,0.513,2.5,6.27,16.52,23.49,78.05,151.29,5272059,952894,3793044,464921
Grande Vitória,2017,0.81,0.922,0.76,0.758,80.3,7.64,7.17,42.99,10.43,3.26,3.45,3.96,73.13,60.07,20.16,98,55.83,21.52,894.28,910.77,1527.13,76,141.86,328.7,522.58,853.68,2637.24,3785.72,16.09,11.21,0.539,0.51,4.26,8.41,20.17,27.41,67.65,144.03,1923539,404907,1345219,137982
Rio de Janeiro,2017,0.816,0.909,0.779,0.768,79.55,9.04,11.96,41.11,10.65,2,2.09,2.31,74.91,59.2,20.28,97.29,62.47,22.42,951.89,971.68,1559.22,71.5,162.59,362.02,566.84,899.22,2769.41,3973.04,15.15,10.56,0.53,0.483,3.38,6.62,17.5,14.55,63.29,147.87,12516330,1887165,8869948,1496606
São Paulo,2017,0.86,0.929,0.847,0.807,80.74,8.36,8.53,40.17,10.97,2.34,2.43,2.81,76.08,63.29,25.32,95.94,74.01,22.31,1214.69,1228.6,2029.94,81.11,187.14,404.4,649.75,1089.76,3760.74,5498.95,18.59,12.71,0.564,0.565,2.3,5.02,15.23,23.3,70.63,158.65,21402888,4054398,15269009,1825758
Curitiba,2017,0.828,0.894,0.802,0.792,78.62,8.92,8.55,41.16,10.29,2.64,2.74,3.18,71.05,57.27,22.71,96.21,63.53,23.84,1107.78,1120.79,1820.58,77.8,213.85,441.66,671.05,1051.18,3156.82,4565.07,13.93,9.63,0.515,0.458,2.34,4.07,12.06,24.64,62.37,160.53,3520208,683263,2493840,301065
Florianópolis,2017,0.846,0.902,0.828,0.812,79.09,10.11,10.72,38.38,11.32,1.54,1.61,1.76,76.57,65.43,29.15,97.86,67.09,30.1,1250.56,1265.09,1767.57,71.27,301.52,597.56,874.06,1347.48,3113.32,4174.13,9.29,6.93,0.442,0.326,1.43,1.97,5.12,7.08,37.46,142.63,1011652,160392,731061,108428
Porto Alegre,2017,0.808,0.88,0.752,0.797,77.77,10.68,11.25,42.91,10.56,2.05,2.15,2.38,71.56,55.51,19.42,98.54,51.26,26.41,1143.27,1154.23,1749.46,72.38,221.94,464.53,699.44,1097.47,3236.83,4665.49,13.59,9.43,0.512,0.454,1.6,3.2,11.66,17.47,63.35,161.9,4233592,753947,2962315,476487
Vale do Rio Cuiabá,2017,0.787,0.817,0.808,0.737,74.04,18.93,6.89,43.09,10.21,3.89,4.11,4.7,75.58,59.09,19.66,96.85,69.99,23.08,787.25,796.77,1303.38,74.81,158.13,349.93,528.54,784.93,2112.22,3065.4,12.07,8.31,0.486,0.403,1.44,5.53,20.36,6.92,81.49,159.41,911800,200839,637203,62857
Goiânia,2017,0.79,0.818,0.781,0.772,74.05,16.55,7.32,37.6,10.27,3.04,3.19,3.76,67.97,54.97,19.9,96.41,58.34,25.29,977.44,985.43,1547.23,80.86,210.67,416.8,619.29,919.53,2718.82,3898.98,12.43,8.67,0.497,0.428,1.9,3.92,11.83,23.35,71.16,157.55,2521290,483789,1832394,184511
Manaus,2018,0.746,0.775,0.776,0.69,71.47,20.25,6.4,42.78,10.67,2.59,2.71,3.25,73.31,62.51,18.56,96.34,60.36,20.17,587.19,596.01,1128.04,77.24,90.76,217.79,344.72,594.49,1689.43,2387.87,15.48,10.95,0.531,0.505,6.92,15.97,37,36.8,75.66,145.24,2503731,550288,1753499,160281
Belém,2018,0.783,0.825,0.781,0.745,74.51,14.29,8.01,42.63,10.65,2.98,3.16,3.5,73.63,59.73,19.02,95.95,64.2,24.99,826.2,837.24,1451.3,75.16,116.9,245.6,399.39,693.39,2667.11,4048.93,22.34,14.72,0.597,0.638,4.32,10.85,32.48,29.87,79.04,158.46,2292758,468430,1607478,183624
Macapá,2018,0.756,0.811,0.776,0.687,73.65,26.29,5.33,45.67,10.34,5.17,5.3,6.61,71.35,60.09,20.26,97.33,54.56,32.03,573.45,580.51,1265.95,82.2,88.23,195.28,317.99,569.22,1694.49,2378.22,16.78,11.95,0.545,0.538,6.37,17.66,41.54,30.19,82.67,147.17,613244,151646,420982,32678
Grande São Luís,2018,0.752,0.756,0.824,0.682,70.38,21.97,7.26,38.21,10.75,3.36,3.58,4.27,78.25,64.61,16.38,98.23,64.23,24.29,558.65,576.76,1102.24,77.58,81.88,216.67,345.69,562.69,1589.01,2260.03,15.14,10.65,0.526,0.48,7.65,17.04,36.47,24.23,70.46,137.85,1444368,248910,1045039,104915
Grande Teresina,2018,0.743,0.79,0.749,0.692,72.4,18.32,7.83,44.62,9.25,8.58,9.05,10.71,61.12,48.49,14.55,97.25,56.82,27.56,594.56,599.59,1067.25,72.84,101.43,229.38,368.5,602.89,1664.38,2336.97,14.13,10.06,0.514,0.485,5.28,14.05,34.36,29.87,79.68,148.87,1218532,269466,842578,95366
Fortaleza,2018,0.763,0.794,0.775,0.722,72.65,17.14,8.88,40.7,9.72,6.59,6.97,8.16,66.5,52.26,15.28,98.65,64.02,19.77,714.66,720.21,1159.78,72.32,127.01,262.4,401.56,626.65,2158.85,3245.49,16.67,11.09,0.55,0.539,3.95,10.18,29.27,33.74,79.4,157.54,3936471,753668,2797696,349630
Natal,2018,0.769,0.841,0.734,0.738,75.46,16.39,8.52,44.32,10.21,7.85,8.23,9.02,68.42,57.96,22.2,96.94,42.97,28.85,791.35,797.09,1375.28,70.67,102.36,265.32,479.39,835.74,2264.07,3060.82,16.65,12.32,0.535,0.553,5.51,14.37,28.51,33.54,80.16,137.1,1521061,326411,1053952,129518
João Pessoa,2018,0.759,0.813,0.73,0.738,73.75,16.58,7.77,45.17,9.7,9.66,10.23,11.86,64.79,54.17,19.97,94.65,51.97,28.14,788.3,793.91,1438.55,74.77,97.81,242.27,399.61,679.89,2530.1,3726.53,21.92,14.88,0.591,0.659,7.03,14.88,31.46,40.15,77.19,138.22,1303899,294287,898170,101353
Recife,2018,0.773,0.826,0.789,0.708,74.54,13.27,9.25,40.55,10.2,5.32,5.61,6.54,70.09,58.86,18.28,95.97,58.82,23.2,656.84,666.77,1220.45,73.18,103.68,241.98,391.03,601.11,1948.43,2883.47,16.68,11.27,0.544,0.53,5.38,12.72,32.15,25.91,74.32,144.51,3975411,717797,2828432,367784
Maceió,2018,0.734,0.814,0.704,0.691,73.85,16.6,9.56,40.76,9.17,9.38,9.82,11.22,59.46,47.1,16.07,97.82,54.82,24.27,589.13,606.76,1111.72,70.98,89.88,233.87,358.14,575.57,1682.28,2463.3,15.22,10.39,0.525,0.477,7.28,15.2,33.24,25.97,69.98,138.4,1255166,206685,891698,120020
Aracaju,2018,0.765,0.814,0.749,0.734,73.82,15.67,6.99,41.31,10.44,4.97,5.19,5.96,70.4,58.59,21.38,97.77,47.76,31.01,772.86,789.71,1485.85,73.91,89.84,237.68,402.05,707.72,2437.41,3526,21.53,14.88,0.584,0.628,7.23,15.07,34.01,29.13,67.92,139.12,949342,189733,671795,66317
Salvador,2018,0.77,0.797,0.77,0.745,72.82,19.37,8.17,36.19,10.86,3.1,3.2,3.61,75.26,64.7,18.93,95.85,52.39,24.9,824.78,839.68,1299.77,75.37,125,283.07,462.22,780.03,2469.36,3486.42,17.09,12.1,0.55,0.54,4.44,9.4,26.31,22.41,64.3,150.91,3898053,646453,2862294,318563
Belo Horizonte,2018,0.814,0.876,0.796,0.773,77.57,11.25,8.49,38.47,10.51,2.71,2.83,3.27,71.36,57.84,20.59,97.26,70.45,23.61,979.12,994.4,1516.43,76.34,181.87,390.2,591.91,927.69,2814.23,4075.83,14.25,9.84,0.521,0.465,2.41,4.85,17.15,14.59,61.88,164.15,5313480,939263,3837363,450877
Grande Vitória,2018,0.821,0.926,0.776,0.769,80.58,7.34,8.03,40.95,10.55,3.09,3.27,3.79,73.11,60.01,19.5,98.33,61.37,23.07,955.18,971.28,1513.87,75.76,154.18,352.02,561.07,892.06,2810.36,4106.72,16.23,11.1,0.541,0.517,3.73,7.58,19.11,20.85,67.56,149.1,1951673,377218,1384680,156731
Rio de Janeiro,2018,0.83,0.914,0.796,0.786,79.82,8.74,11.82,41.66,11.03,1.65,1.69,1.88,76.38,62.39,22.95,97.05,63.84,24.66,1066.31,1087.21,1748.65,71.54,166.97,369.38,590.97,969.35,3237.2,4713.22,17.58,12.07,0.555,0.537,3.38,6.17,17.82,17.14,59.59,154.16,12581397,1966329,8881212,1487233
São Paulo,2018,0.862,0.933,0.84,0.817,80.99,8.11,9.52,40.85,11.02,1.96,2.06,2.36,75.61,63.35,25.84,96.67,71.43,23.44,1289.93,1308.05,2129.81,79.69,188.98,423.03,669,1111.1,4066.18,6136.08,20.05,13.29,0.579,0.602,2.92,5.36,14.34,19.86,61.1,149.51,21570239,3890276,15314302,2053174
Curitiba,2018,0.831,0.898,0.806,0.794,78.9,8.57,9.29,40.17,10.46,2.86,2.97,3.35,70.42,57.66,23.46,96.52,56.92,26.67,1116.05,1127.52,1757.41,76.86,210.64,456.93,668.63,1087.9,3176.65,4467.02,13.38,9.52,0.512,0.464,2.4,4.68,12.22,19.73,65.24,151.16,3560605,651245,2540283,330679
Florianópolis,2018,0.855,0.907,0.839,0.82,79.39,9.8,9.3,34.6,11.65,2.1,2.14,2.39,80.02,68.43,29.04,99.47,58.47,38.79,1312.95,1329.19,1797.81,72.49,308.04,603.14,910.34,1420.06,3310.49,4475.98,9.82,7.27,0.451,0.338,1.37,1.74,4.9,2.97,27.55,141.42,1028921,155652,764445,95726
Porto Alegre,2018,0.806,0.884,0.745,0.796,78.03,10.39,10.31,44.37,10.58,1.5,1.55,1.73,71.32,56.19,18.83,98.5,55.25,22.84,1129.83,1138.29,1738.44,72.91,201.68,428.21,676.41,1086.78,3247.22,4675.4,14.85,10.31,0.525,0.482,1.2,4.33,13.84,13.46,87.03,165.85,4256990,835026,2948614,438754
Vale do Rio Cuiabá,2018,0.805,0.822,0.822,0.772,74.29,18.5,8.07,43.52,10.88,3.06,3.23,3.79,73.88,60.84,25.99,98.17,68.53,28.84,974.61,984.56,1634.4,77.57,186.51,378.88,611.85,963.33,2692.41,3833,13.56,9.52,0.509,0.454,2.15,4.61,15.71,21.04,64.98,159.28,920502,195598,641353,74248
Goiânia,2018,0.798,0.82,0.802,0.772,74.22,16.12,8.02,37.15,10.52,2.69,2.82,3.37,71.54,57.5,20.31,97.65,61.74,28.16,975.95,987.62,1497.8,80.23,230.4,448.3,649.8,986.61,2561.67,3498.44,10.31,7.55,0.464,0.36,1.74,2.85,10.54,14.99,48.7,164.19,2564282,457036,1869665,205640
Manaus,2019,0.752,0.778,0.789,0.693,71.7,19.68,4.81,41.61,10.86,2.55,2.67,3.27,75.39,64.6,19.84,96.3,65.71,22.98,595.13,605.95,1191.12,81.99,83.64,203.04,332,556.64,1804.43,2601.37,18.15,12.59,0.562,0.572,8.45,17.57,40.05,34.95,73.13,142.27,2547060,580134,1798676,122496
Belém,2019,0.769,0.828,0.768,0.716,74.69,13.89,8.94,41.04,10.51,2.83,2.98,3.4,73.15,59.38,18.09,97.38,58.65,24.97,690.56,696.52,1185.23,74.8,110.16,244.59,390.16,634.74,2071.15,3053.59,17.22,11.68,0.549,0.54,5.09,12.94,31.81,39.18,82.21,150.05,2309481,445439,1637435,206463
Macapá,2019,0.748,0.815,0.751,0.683,73.89,26.06,5.02,48.17,10.26,4.28,4.58,5.65,73.19,59.85,18.55,95.95,57.44,27.02,559.94,564.02,1214.48,84.21,108.35,201.17,331.83,587.6,1574.59,2118.03,13.69,10.17,0.51,0.454,3.27,13.61,39.79,31.87,92.07,155.9,624691,167235,421608,31330
Grande São Luís,2019,0.755,0.761,0.839,0.675,70.67,21.02,6.87,41.46,10.65,3.51,3.72,4.4,77.43,64.92,14.79,97.62,72.08,26.46,534.52,544.41,1020.71,76.38,88.32,215.4,351.27,546.77,1475.01,2049.15,13.49,9.71,0.505,0.458,7.25,15.41,36,30.05,70.53,139.04,1454965,299216,1028556,99956
Grande Teresina,2019,0.759,0.793,0.785,0.702,72.59,17.79,10.18,44.18,9.31,9.96,10.5,12.1,62.11,50.79,16.39,98.56,70.23,31.76,632.06,636.93,1056.98,70.54,110.48,256.69,389.78,624.29,1779.57,2550.35,13.89,9.69,0.516,0.489,5.7,12.97,30.07,34.02,74.63,145.99,1223518,239809,848593,124597
Fortaleza,2019,0.772,0.798,0.788,0.732,72.88,16.51,9.06,41.7,9.89,6.26,6.59,7.66,67.8,54.71,16.31,97.51,70.22,23.22,761.47,768.06,1248.5,74.24,120.28,260.92,409.48,658.42,2358.17,3593.76,18.85,12.37,0.57,0.591,4.98,10.73,29.81,34.64,72.9,154.93,3967659,770515,2799945,359570
Natal,2019,0.776,0.845,0.734,0.752,75.67,15.84,9.26,45.99,10.32,7.61,7.85,9.03,70.14,57.66,22.38,97.87,46.8,22.56,861.43,870.91,1372.86,67.99,105.47,270.28,493.14,881.13,2568.89,3612.38,19.23,13.67,0.559,0.593,5.6,13.48,28.66,34.52,78.2,139.47,1537296,324489,1053006,142349
João Pessoa,2019,0.753,0.817,0.713,0.734,74.04,15.86,8.77,44.59,9.64,9.13,9.66,11.31,63.29,52.48,20.16,96.35,46.72,22.05,769.36,779.34,1386.04,71.9,93.21,233.24,390.45,668.82,2466.92,3725.72,22.83,15.11,0.595,0.666,7.21,14.8,33.53,30.33,70.39,139.37,1316241,273274,910297,115438
Recife,2019,0.782,0.832,0.791,0.728,74.9,12.87,9.73,40.63,10.35,5.75,6.08,7.07,70.98,59.45,18.77,96.57,64.55,24.08,742.5,762.77,1321.1,72.72,95.06,237.56,377.34,644.14,2353.33,3565.07,21.44,14.15,0.59,0.622,7.3,13.63,33.77,25.1,63.82,142.59,3999817,660347,2844168,389016
Maceió,2019,0.734,0.82,0.699,0.689,74.2,15.71,9.99,42.18,9.18,9.09,9.6,10.96,59.54,47.01,14.41,97.52,56.64,17.66,583.84,593.86,1032.15,67.55,113.72,239.46,366.88,585.11,1620.38,2334.2,13.22,9.18,0.504,0.435,4.73,11.46,33.73,31.06,76.83,155.67,1263301,226924,888551,126202
Aracaju,2019,0.766,0.818,0.738,0.744,74.06,15.01,7.18,40.81,10.69,4.69,4.94,5.87,72.59,62.1,21.19,98.06,49.58,20.64,818.04,829.42,1319.66,69.75,103.45,244.32,406.8,722.71,2604.64,3790.89,21.8,14.98,0.587,0.631,5.46,12.83,32.28,32.9,73.95,146.14,961120,196043,682563,69013
Salvador,2019,0.782,0.801,0.786,0.76,73.04,18.66,9.43,37.74,11.05,3.3,3.44,3.94,77.26,66.98,20.79,97.58,58.83,27.84,908.22,920.54,1395.59,73.9,121.64,294.92,490.45,801.81,2833.14,4259.71,20.45,13.6,0.577,0.608,4.47,10.17,25.11,28.34,70.75,143.23,3927730,649812,2851485,370237
Belo Horizonte,2019,0.816,0.88,0.807,0.765,77.81,10.78,9.46,41.47,10.39,2.72,2.87,3.29,70.13,57.39,19.14,98.88,71.3,20,934.82,944.8,1432.28,75.54,187.94,381.78,582.75,883.06,2640.43,3833.72,13.46,9.27,0.51,0.455,2.83,4.88,15.4,25.36,60.34,157.54,5353665,1004873,3784297,506268
Grande Vitória,2019,0.822,0.931,0.767,0.778,80.85,7.07,7.63,41.59,10.7,2.89,3.02,3.45,71.88,60.08,22.35,98.13,54.12,22.01,1016.04,1022.9,1597.48,76.41,168.87,358.54,561.61,914.61,3070.58,4499.98,17.06,11.64,0.552,0.548,2.66,6.09,17.88,28.1,71.64,157.04,1979337,416988,1397901,150969
Rio de Janeiro,2019,0.835,0.918,0.793,0.799,80.08,8.46,12.86,42.74,11.11,1.72,1.8,1.99,76.91,63.51,24.13,97.49,65.84,25.23,1155.21,1176.39,1819.97,70.25,161.48,383.34,627.11,1061.51,3514.88,5124.37,18.81,12.9,0.564,0.572,3.62,6.62,17.3,18.47,59.01,144.46,12644352,1923905,8858492,1626497
São Paulo,2019,0.869,0.937,0.862,0.813,81.22,7.87,9.42,41.16,11.02,1.98,2.07,2.37,76.39,63.28,24.48,97.74,72.04,24.47,1260.37,1272.94,2030.74,79.18,197.54,428.45,675.18,1099.26,3899.8,5859.26,18.72,12.46,0.567,0.572,2.27,4.16,14.12,22.12,64.19,159.92,21733634,4063335,15396577,2048355
Curitiba,2019,0.842,0.903,0.82,0.806,79.17,8.23,9.7,41.34,10.91,1.98,2.09,2.36,74.76,61.83,24.64,96.92,63.06,28.62,1208.74,1219.85,1915.43,80.22,242.13,502.17,743.28,1142.53,3408.39,4903.14,13.18,9.16,0.506,0.441,1.42,2.75,9.9,14.1,62.5,162.16,3600073,671043,2547037,349189
Florianópolis,2019,0.865,0.911,0.853,0.834,79.67,9.51,9.22,34.85,11.71,1.04,1.09,1.26,81.18,67.91,30.47,96.87,74.64,39.38,1436.47,1447.77,2005.96,74.6,330.18,647.81,946.07,1479.42,3770.87,5239.77,10.72,7.71,0.47,0.382,1.49,1.9,4.99,17.68,36.97,140.77,1045914,165674,775637,96439
Porto Alegre,2019,0.814,0.888,0.752,0.807,78.29,10.11,11.61,42.05,10.81,1.75,1.81,2.01,73.45,59.59,20.36,98.73,60.31,24.19,1211.2,1226.5,1763.64,72.78,237.88,510.79,732.51,1143.06,3467.4,4971.43,13.28,9.26,0.51,0.448,2.32,3.29,9.82,20.8,48.02,150.32,4279564,715201,3012690,496813
Vale do Rio Cuiabá,2019,0.802,0.826,0.818,0.763,74.53,18.08,7.16,45.6,10.7,3.73,3.91,4.55,73.21,60.76,23.55,98.11,74.75,26.24,924.43,929,1509.82,79.87,195.48,368.21,549.32,852.15,2637.52,3869.49,13.73,9.36,0.518,0.473,1.93,4.8,13.64,23.79,71.32,155.89,929055,219657,638105,66527
Goiânia,2019,0.795,0.823,0.805,0.757,74.4,15.69,7.74,38.22,10.48,3.19,3.3,3.69,71.1,56.74,20.99,97.94,65.15,25.24,887.93,897.4,1393.8,80,207.98,406.76,619.39,934.31,2294.67,3144.54,10.23,7.47,0.458,0.357,1.98,3.75,13.07,22.45,68.36,165.77,2606458,490907,1885783,201759
Manaus,2020,0.748,0.751,0.808,0.691,70.05,23.14,4.71,43.32,11.08,2.26,2.41,2.83,78.04,66.64,19.98,96.81,66.18,21.61,590.1,603.8,1265.1,79.91,101.34,233.23,368.61,571.9,1686.19,2528.3,15.11,10.08,0.524,0.47,6.13,13.22,33.94,32.74,72.27,146.48,2589809,601452,1806987,122049
Belém,2020,0.765,0.803,0.774,0.72,73.15,16.32,9.33,41.52,10.65,2.79,2.94,3.29,73.7,61.62,18.75,98.35,57.58,26.96,706.97,717.11,1283.62,73.97,142.7,282.78,434.93,656.31,2026.93,2924.67,13.75,9.53,0.512,0.447,3.28,7.41,24.68,25.05,71.14,161.68,2325927,431158,1643527,216950
Macapá,2020,0.733,0.788,0.737,0.678,72.26,31.17,5.36,48.08,10.5,3.98,4.29,5.21,72.43,60.66,19.51,96.99,61.48,26.7,543,547.77,1251.51,80.33,100.11,217.94,340.83,567.47,1494.48,2005.56,12.61,9.4,0.499,0.446,5.94,14.43,37.38,39,77.98,152.77,635998,166859,429483,34113
Grande São Luís,2020,0.741,0.733,0.828,0.671,68.98,24.32,7.2,43,10.97,2.74,2.84,3.37,80.75,68.6,14.89,98.22,70.32,29.44,520.38,533.02,1012.55,73.51,101.98,233.17,348.79,524.26,1392.54,1978.86,11.81,8.31,0.485,0.401,6.33,13.71,34.99,29.78,71.89,151.34,1465378,300081,1024771,105522
Grande Teresina,2020,0.749,0.765,0.804,0.682,70.92,20.88,9.41,42.62,9.68,8.43,8.86,10.37,65.15,54.05,17.1,96.43,77.21,31.6,556.49,560.79,1018.77,64.84,115.37,252.93,376.58,588.68,1442.11,2009.36,10.91,7.83,0.471,0.403,4.86,11.03,30.62,32.94,72.8,153.08,1228286,241052,861233,115595
Fortaleza,2020,0.776,0.771,0.82,0.74,71.25,19.24,9.05,41.09,10.45,5.25,5.47,6.28,71.69,60.06,20.69,96.06,75.69,26.96,798.25,813.24,1391.99,71.26,122.66,278.53,450,698.81,2443.81,3621.5,18.05,12.18,0.559,0.554,4.21,9.86,26.79,18.67,67.25,151.32,3998066,723740,2833717,361649
Natal,2020,0.78,0.819,0.771,0.751,74.15,18.54,9.85,47.4,10.78,6.35,6.52,7.28,72.51,62.97,25.51,97.96,67.56,24.2,858.5,869.02,1505.65,69.06,135.31,313.29,509.49,858.2,2479.93,3462.98,15.44,11.06,0.532,0.508,3.23,8.74,23.58,25.6,77.31,151.55,1553218,326724,1053709,152939
João Pessoa,2020,0.743,0.792,0.723,0.716,72.54,18.37,9.1,48.46,9.9,8.44,8.87,10.45,65.94,53.55,21.02,96.04,64.23,21.73,688.44,701.87,1449.7,67.13,110.54,242.7,367.59,598.35,2162.82,3235.43,18.32,12.25,0.566,0.566,5.72,11.87,32.75,25.11,69.56,151.49,1328308,286721,894741,120821
Recife,2020,0.775,0.809,0.811,0.709,73.52,15.13,9.48,42.05,10.73,3.76,3.98,4.59,74.52,62.14,20.44,96.36,65.49,25.48,660.3,678.81,1303.18,71.61,102.35,241.16,370.3,608.86,1978.17,2895.76,16.86,11.52,0.549,0.512,4.99,13.97,33.01,17.69,76.44,149.62,4023729,700005,2832559,381407
Maceió,2020,0.724,0.795,0.685,0.697,72.72,18.03,9.13,48.49,9.59,8.43,8.97,10.38,63.24,51.22,16.9,97.98,48.78,13.76,610.5,619.87,1151.62,61.8,125.5,252.66,355.16,527.63,1779.98,2688.13,14.22,9.41,0.525,0.473,3.64,9.56,29.64,25.27,73.68,158.66,1271241,279689,856086,116035
Aracaju,2020,0.765,0.792,0.769,0.736,72.54,17.41,7.34,38.24,10.95,3.74,3.84,4.53,74.91,64.54,22.62,97.84,59.51,26.15,781.38,784.39,1387.61,67.65,140.15,287.32,436.18,728.82,2291.49,3369.9,15.77,10.72,0.538,0.515,3.16,8.6,24.99,44.35,82.67,158.89,972637,193869,703595,71432
Salvador,2020,0.772,0.773,0.786,0.756,71.39,21.76,10.14,39.95,11.22,3.1,3.26,3.73,77.89,68.23,22.38,96.77,70.42,28.81,883.03,927.5,1672.09,75.35,85.69,277.15,470.03,793.41,2794.78,4188.85,23.09,15.41,0.594,0.639,8.2,14.78,27.48,13.16,57,123.07,3956088,534353,2826823,401307
Belo Horizonte,2020,0.809,0.858,0.811,0.76,76.46,12.5,9.85,41.84,10.59,2.35,2.45,2.82,71.86,59.94,20.46,99.1,72.46,18.65,903.88,915.57,1460.4,71.2,195.33,388.35,576.28,851.46,2504.28,3617.64,12.4,8.58,0.494,0.415,2.37,4.71,13.94,21.39,64.95,156.1,5392522,989383,3801748,531403
Grande Vitória,2020,0.817,0.912,0.785,0.762,79.71,8.23,8.15,40.99,10.83,2.54,2.58,2.87,72.8,61.69,23.5,98.51,61.48,26.25,914.77,935.83,1591.15,75.18,150.76,352.7,543.02,872.51,2655.86,3724.06,14.79,10.55,0.526,0.48,4.28,6.98,18.5,19.16,52.17,142.83,2006486,374025,1423137,163438
Rio de Janeiro,2020,0.826,0.898,0.799,0.786,78.89,9.89,13.27,43.39,11.31,1.36,1.43,1.55,78.48,65.77,24.89,97.14,71.48,25.72,1063.03,1100.6,1899.45,69.9,141.75,361.79,581.62,971.56,3258.3,4695.37,18.65,12.94,0.565,0.547,4.84,8.51,18.95,12.87,53.73,135.16,12705072,1719464,8860458,1685541
São Paulo,2020,0.859,0.918,0.86,0.803,80.09,9.24,9.8,42.51,11.25,1.87,1.96,2.23,78.33,66.19,26.77,98.04,70.13,22.55,1186.32,1208.65,2164.97,80.2,178.69,393.78,630.77,1026.92,3700.38,5500.74,19.22,12.93,0.57,0.568,3.03,5.64,16.21,15.64,60.5,154.79,21892787,3975334,15362149,2145292
Curitiba,2020,0.835,0.883,0.84,0.784,77.96,9.56,9.59,41.57,10.99,2.17,2.26,2.59,75.53,63.31,25.81,95.07,76.83,29.37,1052.65,1079.63,1829.7,80.7,213.78,459.97,700.09,1063.49,2823.64,3972.55,11.79,8.38,0.483,0.382,2.72,3.97,11.04,1.99,34,142.39,3638553,628536,2570129,348932
Florianópolis,2020,0.85,0.891,0.843,0.818,78.48,11.13,8.99,34.99,11.97,0.69,0.72,0.84,84.38,73.34,32.08,97.43,68.4,39.98,1299.63,1309.9,1950.06,75.78,296.53,578.16,899.07,1345.85,3377.82,4800.08,10.98,7.72,0.468,0.374,1.03,2.36,4.68,13.92,76.63,136.08,1062604,171594,787170,95504
Porto Alegre,2020,0.802,0.867,0.746,0.797,76.99,11.88,12.42,44.59,10.91,1.45,1.51,1.67,74.24,60.36,21.65,98.35,65.46,28.42,1138.78,1157.82,1800.94,71.11,226.23,485.58,700.51,1071.63,3214.75,4632.12,13.01,9.03,0.507,0.433,2.04,3.31,10.65,8.88,46.26,152.38,4301233,721193,2974843,534180
Vale do Rio Cuiabá,2020,0.776,0.8,0.77,0.759,73,21.34,6.68,42.93,11.06,2.66,2.87,3.36,75.32,63.1,25.63,96.85,67.82,21.83,897.57,908.83,1684.54,84.12,157.75,329.61,505.24,795.65,2688.43,4048.85,16.62,11.03,0.548,0.524,2.5,6.3,21.05,15.64,76.8,162.65,937464,207113,655870,62646
